,Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
1229,5,1964-06-26,161.0,Lunéville,Freiburg,Plain stage,Willy Derboven,BEL
1230,6,1964-06-27,200.0,Freiburg,Besançon,Plain stage,Henk Nijdam,NED
1231,7,1964-06-28,195.0,Besançon,Thonon-les-Bains,Plain stage,Jan Janssen,NED
1232,8,1964-06-29,249.0,Thonon-les-Bains,Briançon,Stage with mountain(s),Federico Bahamontes,ESP
1233,9,1964-06-30,239.0,Briançon,Monaco,Stage with mountain(s),Jacques Anquetil,FRA
1234,10a,1964-07-01,187.0,Monaco,Hyères,Plain stage,Jan Janssen,NED
1235,10b,1964-07-01,21.0,Hyères,Toulon,Individual time trial,Jacques Anquetil,FRA
1236,11,1964-07-02,250.0,Toulon,Montpellier,Plain stage,Edward Sels,BEL
1237,12,1964-07-03,174.0,Montpellier,Perpignan,Plain stage,Jo de Roo,NED
1238,13,1964-07-04,170.0,Perpignan,Andorra,Stage with mountain(s),Julio Jiménez,ESP
1239,14,1964-07-06,186.0,Andorra,Toulouse,Stage with mountain(s),Edward Sels,BEL
1240,15,1964-07-07,203.0,Toulouse,Luchon,Stage with mountain(s),Raymond Poulidor,FRA
1241,16,1964-07-08,197.0,Luchon,Pau,Stage with mountain(s),Federico Bahamontes,ESP
1242,17,1964-07-09,43.0,Peyrehorade,Bayonne,Individual time trial,Jacques Anquetil,FRA
1243,18,1964-07-10,187.0,Bayonne,Bordeaux,Plain stage,André Darrigade,FRA
1244,19,1964-07-11,215.0,Bordeaux,Brive,Plain stage,Edward Sels,BEL
1245,20,1964-07-12,217.0,Brive,Puy de Dôme,Stage with mountain(s),Julio Jiménez,ESP
1246,21,1964-07-13,311.0,Clermont-Ferrand,Orléans,Plain stage,Jean Stablinski,FRA
1247,22a,1964-07-14,119.0,Orléans,Versailles,Plain stage,Benoni Beheyt,BEL
1248,22b,1964-07-14,27.0,Versailles,Paris,Individual time trial,Jacques Anquetil,FRA
1249,1,1963-06-23,152.0,Paris,Épernay,Plain stage,Eddy Pauwels,BEL
1250,2a,1963-06-24,186.0,Reims,Jambes,Plain stage,Rik Van Looy,BEL
1252,3,1963-06-25,223.0,Jambes,Roubaix,Plain stage,Seamus Elliott,IRL
1253,4,1963-06-26,236.0,Roubaix,Rouen,Plain stage,Frans Melckenbeeck,BEL
1254,5,1963-06-27,285.0,Rouen,Rennes,Plain stage,Antonio Bailetti,ITA
1255,6a,1963-06-28,118.0,Rennes,Angers,Plain stage,Roger de Breuker,BEL
1256,6b,1963-06-28,25.0,Angers,Angers,Individual time trial,Jacques Anquetil,FRA
1257,7,1963-06-29,236.0,Angers,Limoges,Plain stage,Jan Janssen,NED
1258,8,1963-06-30,232.0,Limoges,Bordeaux,Plain stage,Rik Van Looy,BEL
1259,9,1963-07-01,202.0,Bordeaux,Pau,Plain stage,Pino Cerami,BEL
1260,10,1963-07-02,148.0,Pau,Bagnères-de-Bigorre,Stage with mountain(s),Jacques Anquetil,FRA
1261,11,1963-07-03,131.0,Bagnères-de-Bigorre,Luchon,Stage with mountain(s),Guy Ignolin,FRA
1262,12,1963-07-04,173.0,Luchon,Toulouse,Stage with mountain(s),André Darrigade,FRA
1263,13,1963-07-05,234.0,Toulouse,Aurillac,Plain stage,Rik Van Looy,BEL
1264,14,1963-07-07,237.0,Aurillac,Saint-Étienne,Plain stage,Guy Ignolin,FRA
1265,15,1963-07-08,174.0,Saint-Étienne,Grenoble,Stage with mountain(s),Federico Bahamontes,ESP
1266,16,1963-07-09,202.0,Grenoble,Val d'Isère,Stage with mountain(s),Fernando Manzaneque,ESP
1267,17,1963-07-10,228.0,Val d'Isère,Chamonix,Stage with mountain(s),Jacques Anquetil,FRA
1268,18,1963-07-11,225.0,Chamonix,Lons-le-Saunier,Stage with mountain(s),Frans Brands,BEL
1269,19,1963-07-12,54.0,Arbois,Besançon,Individual time trial,Jacques Anquetil,FRA
1270,20,1963-07-13,234.0,Besançon,Troyes,Plain stage,Roger de Breuker,BEL
1271,21,1963-07-14,185.0,Troyes,Paris,Plain stage,Rik Van Looy,BEL
1272,1,1962-06-24,253.0,Nancy,Spa,Plain stage,Rudi Altig,FRG
1273,2a,1962-06-25,147.0,Spa,Herentals,Plain stage,André Darrigade,FRA
1275,3,1962-06-26,210.0,Brussels,Amiens,Plain stage,Rudi Altig,FRG
1276,4,1962-06-27,196.5,Amiens,Le Havre,Plain stage,Willy Vanden Berghen,BEL
1277,5,1962-06-28,215.0,Pont l'Evêque,Saint-Malo,Plain stage,Emile Daems,BEL
1278,6,1962-06-29,235.5,Dinard,Brest,Plain stage,Robert Cazala,FRA
1279,7,1962-06-30,201.0,Quimper,Saint-Nazaire,Plain stage,Huub Zilverberg,NED
1280,8a,1962-07-01,155.0,Saint-Nazaire,Luçon,Plain stage,Mario Minieri,ITA
1281,8b,1962-07-01,43.0,Luçon,La Rochelle,Individual time trial,Jacques Anquetil,FRA
1282,9,1962-07-02,214.0,La Rochelle,Bordeaux,Plain stage,Antonio Bailetti,ITA
1283,10,1962-07-03,184.5,Bordeaux,Bayonne,Plain stage,Willy Vannitsen,BEL
1284,11,1962-07-04,155.5,Bayonne,Pau,Plain stage,Eddy Pauwels,BEL
1285,12,1962-07-05,207.5,Pau,Saint-Gaudens,Stage with mountain(s),Robert Cazala,FRA
1286,13,1962-07-06,18.5,Luchon,Superbagnères,Mountain time trial,Federico Bahamontes,ESP
1287,14,1962-07-07,215.0,Luchon,Carcassonne,Stage with mountain(s),Jean Stablinski,FRA
1288,15,1962-07-08,196.5,Carcassonne,Montpellier,Plain stage,Willy Vannitsen,BEL
1289,16,1962-07-09,185.0,Montpellier,Aix-en-Provence,Plain stage,Emile Daems,BEL
1290,17,1962-07-10,201.0,Aix-en-Provence,Antibes,Plain stage,Rudi Altig,FRG
1291,18,1962-07-11,241.5,Antibes,Briançon,Stage with mountain(s),Emile Daems,BEL
1292,19,1962-07-12,204.5,Briançon,Aix-les-Bains,Stage with mountain(s),Raymond Poulidor,FRA
1293,20,1962-07-13,68.0,Bourgoin,Lyon,Individual time trial,Jacques Anquetil,FRA
1294,21,1962-07-14,232.0,Lyon,Nevers,Plain stage,Dino Bruni,ITA
1295,22,1962-07-15,271.0,Nevers,Paris,Plain stage,Rino Benedetti,ITA
1296,1a,1961-06-25,136.5,Rouen,Versailles,Plain stage,André Darrigade,FRA
1297,1b,1961-06-25,28.5,Versailles,Versailles,Individual time trial,Jacques Anquetil,FRA
1298,2,1961-06-26,230.5,Pontoise,Roubaix,Plain stage,André Darrigade,FRA
1299,3,1961-06-27,197.5,Roubaix,Charleroi,Plain stage,Emile Daems,BEL
1300,4,1961-06-28,237.5,Charleroi,Metz,Plain stage,Anatole Novak,FRA
1301,5,1961-06-29,221.0,Metz,Strasbourg,Stage with mountain(s),Louis Bergaud,FRA
1302,6,1961-06-30,180.5,Strasbourg,Belfort,Stage with mountain(s),Jozef Planckaert,BEL
1303,7,1961-07-01,214.5,Belfort,Chalon-sur-Saône,Plain stage,Jean Stablinski,FRA
1304,8,1961-07-02,240.5,Chalon-sur-Saône,Saint-Étienne,Stage with mountain(s),Jean Forestier,FRA
1305,9,1961-07-03,230.0,Saint-Étienne,Grenoble,Stage with mountain(s),Charly Gaul,LUX
1306,10,1961-07-04,250.5,Grenoble,Turin,Stage with mountain(s),Guy Ignolin,FRA
1307,11,1961-07-05,225.0,Turin,Antibes,Stage with mountain(s),Guido Carlesi,ITA
1308,12,1961-07-06,199.0,Antibes,Aix-en-Provence,Stage with mountain(s),Michel Van Aerde,BEL
1309,13,1961-07-07,177.5,Aix-en-Provence,Montpellier,Plain stage,André Darrigade,FRA
1310,14,1961-07-09,174.0,Montpellier,Perpignan,Plain stage,Eddy Pauwels,BEL
1311,15,1961-07-10,206.0,Perpignan,Toulouse,Plain stage,Guido Carlesi,ITA
1312,16,1961-07-11,208.0,Toulouse,Superbagnères,Stage with mountain(s),Imerio Massignan,ITA
1313,17,1961-07-12,197.0,Luchon,Pau,Stage with mountain(s),Eddy Pauwels,BEL
1314,18,1961-07-13,207.0,Pau,Bordeaux,Plain stage,Martin Van Geneugden,BEL
1315,19,1961-07-14,74.5,Bergerac,Périgueux,Individual time trial,Jacques Anquetil,FRA
1316,20,1961-07-15,309.5,Périgueux,Tours,Plain stage,André Darrigade,FRA
1317,21,1961-07-16,252.5,Tours,Paris,Plain stage,Robert Cazala,FRA
1318,1a,1960-06-26,108.0,Lille,Brussels,Plain stage,Julien Schepens,BEL
1319,1b,1960-06-26,27.8,Brussels,Brussels,Individual time trial,Roger Rivière,FRA
1320,2,1960-06-27,206.0,Brussels,Dunkirk,Plain stage,René Privat,FRA
1321,3,1960-06-28,209.0,Dunkirk,Dieppe,Plain stage,Nino Defilippis,ITA
1322,4,1960-06-29,211.0,Dieppe,Caen,Plain stage,Jean Graczyk,FRA
1323,5,1960-06-30,189.0,Caen,Saint-Malo,Plain stage,André Darrigade,FRA
1324,6,1960-07-01,191.0,Saint-Malo,Lorient,Plain stage,Roger Rivière,FRA
1325,7,1960-07-02,244.0,Lorient,Angers,Plain stage,Graziano Battistini,ITA
1326,8,1960-07-03,240.0,Angers,Limoges,Plain stage,Nino Defilippis,ITA
1327,9,1960-07-04,225.0,Limoges,Bordeaux,Plain stage,Martin van Geneugden,BEL
1328,10,1960-07-05,228.0,Mont-de-Marsan,Pau,Stage with mountain(s),Roger Rivière,FRA
1329,11,1960-07-06,161.0,Pau,Luchon,Stage with mountain(s),Kurt Gimmi,SUI
1330,12,1960-07-07,176.0,Luchon,Toulouse,Stage with mountain(s),Jean Graczyk,FRA
1331,13,1960-07-08,224.0,Toulouse,Millau,Plain stage,Louis Proost,FRA
1332,14,1960-07-10,217.0,Millau,Avignon,Stage with mountain(s),Martin van Geneugden,BEL
1333,15,1960-07-11,187.0,Avignon,Gap,Stage with mountain(s),Michel Van Aerde,BEL
1334,16,1960-07-12,172.0,Gap,Briançon,Stage with mountain(s),Graziano Battistini,ITA
1335,17,1960-07-13,229.0,Briançon,Aix-les-Bains,Stage with mountain(s),Jean Graczyk,FRA
1336,18,1960-07-14,215.0,Aix-les-Bains,Thonon-les-Bains,Stage with mountain(s),Fernando Manzaneque,ESP
1337,19,1960-07-15,83.0,Pontarlier,Besançon,Individual time trial,Rolf Graf,SUI
1338,20,1960-07-16,229.0,Besançon,Troyes,Plain stage,Pierre Beuffeuil,FRA
1339,21,1960-07-17,200.0,Troyes,Paris,Plain stage,Jean Graczyk,FRA
1340,1,1959-06-25,238.0,Mulhouse,Metz,Plain stage,André Darrigade,FRA
1341,2,1959-06-26,234.0,Metz,Namur,Plain stage,Vito Favero,ITA
1342,3,1959-06-27,217.0,Namur,Roubaix,Plain stage,Robert Cazala,FRA
1343,4,1959-06-28,230.0,Roubaix,Rouen,Plain stage,Dino Bruni,ITA
1344,5,1959-06-29,286.0,Rouen,Rennes,Plain stage,Jean Graczyk,FRA
1345,6,1959-06-30,45.0,Blain,Nantes,Individual time trial,Roger Rivière,FRA
1346,7,1959-07-01,190.0,Nantes,La Rochelle,Plain stage,Roger Hassenforder,FRA
1347,8,1959-07-02,201.0,La Rochelle,Bordeaux,Plain stage,Michel Dejouhannet,FRA
1348,9,1959-07-03,207.0,Bordeaux,Bayonne,Plain stage,Marcel Queheille,FRA
1349,10,1959-07-05,235.0,Bayonne,Bagnères-de-Bigorre,Stage with mountain(s),Marcel Janssens,BEL
1350,11,1959-07-06,119.0,Bagnères-de-Bigorre,Saint-Gaudens,Stage with mountain(s),André Darrigade,FRA
1351,12,1959-07-07,184.0,Saint-Gaudens,Albi,Plain stage,Rolf Graf,SUI
1352,13,1959-07-08,219.0,Albi,Aurillac,Stage with mountain(s),Henry Anglade,FRA
1353,14,1959-07-09,231.0,Aurillac,Clermont-Ferrand,Stage with mountain(s),André Le Dissez,FRA
1354,15,1959-07-10,12.0,Puy de Dôme,Puy de Dôme,Mountain time trial,Federico Bahamontes,ESP
1355,16,1959-07-11,210.0,Clermont-Ferrand,Saint-Étienne,Plain stage,Dino Bruni,ITA
1356,17,1959-07-13,197.0,Saint-Étienne,Grenoble,Stage with mountain(s),Charly Gaul,LUX
1357,18,1959-07-14,243.0,Grenoble,Saint-Vincent,Stage with mountain(s),Ercole Baldini,ITA
1358,19,1959-07-15,251.0,Saint-Vincent,Annecy,Stage with mountain(s),Rolf Graf,SUI
1359,20,1959-07-16,202.0,Annecy,Chalon-sur-Saône,Plain stage,Brian Robinson,GBR
1360,21,1959-07-17,69.0,Seurre,Dijon,Individual time trial,Roger Rivière,FRA
1361,22,1959-07-18,331.0,Dijon,Paris,Plain stage,Joseph Groussard,FRA
1362,1,1958-06-26,184.0,Brussels,Ghent,Plain stage,André Darrigade,FRA
1363,2,1958-06-27,198.0,Ghent,Dunkirk,Plain stage,Gerrit Voorting,NED
1364,3,1958-06-28,177.0,Dunkirk,Mers-les-Bains,Plain stage,Gilbert Bauvin,FRA
1365,4,1958-06-29,205.0,Le Tréport,Versailles,Plain stage,Jean Gainche,FRA
1366,5,1958-06-30,232.0,Versailles,Caen,Plain stage,Tino Sabbadini,FRA
1367,6,1958-07-01,223.0,Caen,Saint-Brieuc,Plain stage,Martin van Geneugden,BEL
1368,7,1958-07-02,170.0,Saint-Brieuc,Brest,Plain stage,Brian Robinson,GBR
1369,8,1958-07-03,46.0,Châteaulin,Châteaulin,Individual time trial,Charly Gaul,LUX
1370,9,1958-07-04,206.0,Quimper,Saint-Nazaire,Plain stage,André Darrigade,FRA
1371,10,1958-07-05,255.0,Saint-Nazaire,Royan,Plain stage,Pierino Baffi,ITA
1372,11,1958-07-06,137.0,Royan,Bordeaux,Plain stage,Arrigo Padovan,ITA
1373,12,1958-07-07,161.0,Bordeaux,Dax,Plain stage,Martin van Geneugden,BEL
1374,13,1958-07-08,230.0,Dax,Pau,Stage with mountain(s),Louis Bergaud,FRA
1375,14,1958-07-09,129.0,Pau,Luchon,Stage with mountain(s),Federico Bahamontes,ESP
1376,15,1958-07-10,176.0,Luchon,Toulouse,Stage with mountain(s),André Darrigade,FRA
1377,16,1958-07-11,187.0,Toulouse,Béziers,Plain stage,Pierino Baffi,ITA
1378,17,1958-07-12,189.0,Béziers,Nîmes,Plain stage,André Darrigade,FRA
1379,18,1958-07-13,21.0,Bédoin,Mont-Ventoux,Mountain time trial,Charly Gaul,LUX
1380,19,1958-07-14,178.0,Carpentras,Gap,Stage with mountain(s),Gastone Nencini,ITA
1381,20,1958-07-15,165.0,Gap,Briançon,Stage with mountain(s),Federico Bahamontes,ESP
1382,21,1958-07-16,219.0,Briançon,Aix-les-Bains,Stage with mountain(s),Charly Gaul,LUX
1383,22,1958-07-17,237.0,Aix-les-Bains,Besançon,Stage with mountain(s),André Darrigade,FRA
1384,23,1958-07-18,74.0,Besançon,Dijon,Individual time trial,Charly Gaul,LUX
1385,24,1958-07-19,320.0,Dijon,Paris,Plain stage,Pierino Baffi,ITA
1386,1,1957-06-27,204.0,Nantes,Granville,Plain stage,André Darrigade,FRA
1387,2,1957-06-28,226.0,Granville,Caen,Plain stage,René Privat,FRA
1389,3b,1957-06-29,134.0,Caen,Rouen,Plain stage,Jacques Anquetil,FRA
1390,4,1957-06-30,232.0,Rouen,Roubaix,Plain stage,Marcel Janssens,BEL
1391,5,1957-07-01,170.0,Roubaix,Charleroi,Plain stage,Gilbert Bauvin,FRA
1392,6,1957-07-02,248.0,Charleroi,Metz,Plain stage,André Trochut,FRA
1393,7,1957-07-03,223.0,Metz,Colmar,Stage with mountain(s),Roger Hassenforder,FRA
1394,8,1957-07-04,192.0,Colmar,Besançon,Plain stage,Pierino Baffi,ITA
1395,9,1957-07-05,188.0,Besançon,Thonon-les-Bains,Plain stage,Jacques Anquetil,FRA
1396,10,1957-07-07,247.0,Thonon-les-Bains,Briançon,Stage with mountain(s),Gastone Nencini,ITA
1397,11,1957-07-08,286.0,Briançon,Cannes,Stage with mountain(s),René Privat,FRA
1398,12,1957-07-09,239.0,Cannes,Marseille,Stage with mountain(s),Jean Stablinski,FRA
1399,13,1957-07-10,160.0,Marseille,Alès,Plain stage,Nino Defilippis,ITA
1400,14,1957-07-11,246.0,Alès,Perpignan,Plain stage,Roger Hassenforder,FRA
1401,15a,1957-07-12,197.0,Perpignan,Barcelona,Plain stage,René Privat,FRA
1402,15b,1957-07-12,9.8,Montjuïc circuit,Montjuïc circuit,Individual time trial,Jacques Anquetil,FRA
1403,16,1957-07-14,220.0,Barcelona ,Ax-les-Thermes,Stage with mountain(s),Jean Bourlès,FRA
1404,17,1957-07-15,236.0,Ax-les-Thermes,Saint-Gaudens,Stage with mountain(s),Nino Defilippis,ITA
1405,18,1957-07-16,207.0,Saint-Gaudens,Pau,Stage with mountain(s),Gastone Nencini,ITA
1406,19,1957-07-17,194.0,Pau,Bordeaux,Plain stage,Pierino Baffi,ITA
1407,20,1957-07-18,66.0,Bordeaux,Libourne,Individual time trial,Jacques Anquetil,FRA
1408,21,1957-07-19,317.0,Libourne,Tours,Plain stage,André Darrigade,FRA
1409,22,1957-07-20,227.0,Tours,Paris,Plain stage,André Darrigade,FRA
1410,1,1956-07-05,223.0,Reims,Liège,Plain stage,André Darrigade,FRA
1411,2,1956-07-06,217.0,Liège,Lille,Plain stage,Fred De Bruyne,BEL
1412,3,1956-07-07,225.0,Lille,Rouen,Plain stage,Arigo Padovan,ITA
1413,4a,1956-07-08,15.1,Circuit de Rouen-Les-Essarts,Circuit de Rouen-Les-Essarts,Individual time trial,Charly Gaul,LUX
1414,4b,1956-07-08,125.0,Rouen,Caen,Plain stage,Roger Hassenforder,FRA
1415,5,1956-07-09,189.0,Caen,Saint-Malo,Plain stage,Joseph Morvan,FRA
1416,6,1956-07-10,192.0,Saint-Malo,Lorient,Plain stage,Fred De Bruyne,BEL
1417,7,1956-07-11,244.0,Lorient,Angers,Plain stage,Alessandro Fantini,ITA
1418,8,1956-07-12,180.0,Angers,La Rochelle,Plain stage,Miguel Poblet,ESP
1419,9,1956-07-13,219.0,La Rochelle,Bordeaux,Plain stage,Roger Hassenforder,FRA
1420,10,1956-07-15,201.0,Bordeaux,Bayonne,Plain stage,Fred De Bruyne,BEL
1421,11,1956-07-16,255.0,Bayonne,Pau,Stage with mountain(s),Nino Defilippis,ITA
1422,12,1956-07-17,130.0,Pau,Luchon,Stage with mountain(s),Jean-Pierre Schmitz,LUX
1423,13,1956-07-18,176.0,Luchon,Toulouse,Stage with mountain(s),Nino Defilippis,ITA
1424,14,1956-07-19,231.0,Toulouse,Montpellier,Plain stage,Roger Hassenforder,FRA
1425,15,1956-07-20,204.0,Montpellier,Aix-en-Provence,Plain stage,Joseph Thomin,FRA
1426,16,1956-07-22,203.0,Aix-en-Provence,Gap,Stage with mountain(s),Jean Forestier,FRA
1427,17,1956-07-23,234.0,Gap,Turin,Stage with mountain(s),Nino Defilippis,ITA
1428,18,1956-07-24,250.0,Turin,Grenoble,Stage with mountain(s),Charly Gaul,LUX
1429,19,1956-07-25,173.0,Grenoble,Saint-Étienne,Stage with mountain(s),Stan Ockers,BEL
1430,20,1956-07-26,73.0,Saint-Étienne,Lyon,Individual time trial,Miguel Bover,ESP
1431,21,1956-07-27,237.0,Lyon,Montluçon,Stage with mountain(s),Roger Hassenforder,FRA
1432,22,1956-07-28,331.0,Montluçon,Paris,Plain stage,Gastone Nencini,ITA
1433,1a,1955-07-07,102.0,Le Havre,Dieppe,Plain stage,Miguel Poblet,ESP
1435,2,1955-07-08,204.0,Dieppe,Roubaix,Plain stage,Antonin Rolland,FRA
1436,3,1955-07-09,210.0,Roubaix,Namur,Plain stage,Louison Bobet,FRA
1437,4,1955-07-10,225.0,Namur,Metz,Plain stage,Willy Kemp,LUX
1438,5,1955-07-11,229.0,Metz,Colmar,Plain stage,Roger Hassenforder,FRA
1439,6,1955-07-12,195.0,Colmar,Zürich,Plain stage,André Darrigade,FRA
1440,7,1955-07-13,267.0,Zürich,Thonon-les-Bains,Plain stage,Jos Hinsen,NED
1441,8,1955-07-14,253.0,Thonon-les-Bains,Briançon,Stage with mountain(s),Charly Gaul,LUX
1442,9,1955-07-15,275.0,Briançon,Monaco,Stage with mountain(s),Raphaël Géminiani,FRA
1443,10,1955-07-16,240.0,Monaco,Marseille,Plain stage,Lucien Lazaridès,FRA
1444,11,1955-07-18,198.0,Marseille,Avignon,Stage with mountain(s),Louison Bobet,FRA
1445,12,1955-07-19,240.0,Avignon,Millau,Stage with mountain(s),Alessandro Fantini,ITA
1446,13,1955-07-20,205.0,Millau,Albi,Plain stage,Daan de Groot,NED
1447,14,1955-07-21,156.0,Albi,Narbonne,Stage with mountain(s),Louis Caput,FRA
1448,15,1955-07-22,151.0,Narbonne,Ax-les-Thermes,Plain stage,Luciano Pezzi,ITA
1449,16,1955-07-24,123.0,Ax-les-Thermes,Toulouse,Plain stage,Rik Van Steenbergen,BEL
1450,17,1955-07-25,250.0,Toulouse,Saint-Gaudens,Stage with mountain(s),Charly Gaul,LUX
1451,18,1955-07-26,205.0,Saint-Gaudens,Pau,Stage with mountain(s),Jean Brankart,BEL
1452,19,1955-07-27,195.0,Pau,Bordeaux,Plain stage,Wout Wagtmans,NED
1453,20,1955-07-28,243.0,Bordeaux,Poitiers,Plain stage,Jean Forestier,FRA
1454,21,1955-07-29,68.6,Châtellerault,Tours,Individual time trial,Jean Brankart,BEL
1455,22,1955-07-30,229.0,Tours,Paris,Plain stage,Miguel Poblet,ESP
1456,1,1954-07-08,216.0,Amsterdam,Brasschaat,Plain stage,Wout Wagtmans,NED
1457,2,1954-07-09,255.0,Beveren,Lille,Plain stage,Louison Bobet,FRA
1458,3,1954-07-10,219.0,Lille,Rouen,Plain stage,Marcel Dussault,FRA
1460,4b,1954-07-11,131.0,Rouen,Caen,Plain stage,Wim van Est,NED
1461,5,1954-07-12,224.0,Caen,Saint-Brieuc,Plain stage,Ferdinand Kübler,SUI
1462,6,1954-07-13,179.0,Saint-Brieuc,Brest,Plain stage,Dominique Forlini,FRA
1463,7,1954-07-14,211.0,Brest,Vannes,Plain stage,Jacques Vivier,FRA
1464,8,1954-07-15,190.0,Vannes,Angers,Plain stage,Fred De Bruyne,BEL
1465,9,1954-07-16,343.0,Angers,Bordeaux,Plain stage,Henk Faanhof,NED
1466,10,1954-07-18,202.0,Bordeaux,Bayonne,Plain stage,Gilbert Bauvin,FRA
1467,11,1954-07-19,241.0,Bayonne,Pau,Stage with mountain(s),Stan Ockers,BEL
1468,12,1954-07-20,161.0,Pau,Luchon,Stage with mountain(s),Gilbert Bauvin,FRA
1469,13,1954-07-21,203.0,Luchon,Toulouse,Plain stage,Fred De Bruyne,BEL
1470,14,1954-07-22,225.0,Toulouse,Millau,Stage with mountain(s),Ferdinand Kübler,SUI
1471,15,1954-07-23,197.0,Millau,Le Puy,Stage with mountain(s),Dominique Forlini,FRA
1472,16,1954-07-24,194.0,Le Puy,Lyon,Stage with mountain(s),Jean Forestier,FRA
1473,17,1954-07-26,182.0,Lyon,Grenoble,Stage with mountain(s),Lucien Lazaridès,FRA
1474,18,1954-07-27,216.0,Grenoble,Briançon,Stage with mountain(s),Louison Bobet,FRA
1475,19,1954-07-28,221.0,Briançon,Aix-les-Bains,Stage with mountain(s),Jean Dotto,FRA
1476,20,1954-07-29,243.0,Aix les Bains,Besançon,Stage with mountain(s),Lucien Teisseire,FRA
1477,21a,1954-07-30,134.0,Besançon,Épinal,Plain stage,François Mahé,FRA
1478,21b,1954-07-30,72.0,Epinal,Nancy,Individual time trial,Louison Bobet,FRA
1479,22,1954-07-31,216.0,Nancy,Troyes,Plain stage,Fred De Bruyne,BEL
1480,23,1954-08-01,180.0,Troyes,Paris,Plain stage,Robert Varnajo,FRA
1481,1,1953-07-03,195.0,Strasbourg,Metz,Plain stage,Fritz Schär,SUI
1482,2,1953-07-04,227.0,Metz,Liège,Plain stage,Fritz Schär,SUI
1483,3,1953-07-05,221.0,Liège,Lille,Plain stage,Stanislas Bober,FRA
1484,4,1953-07-06,188.0,Lille,Dieppe,Plain stage,Gerrit Voorting,NED
1485,5,1953-07-07,200.0,Dieppe,Caen,Plain stage,Jean Malléjac,FRA
1486,6,1953-07-08,206.0,Caen,Le Mans,Plain stage,Martin Van Geneugden,BEL
1487,7,1953-07-09,181.0,Le Mans,Nantes,Plain stage,Livio Isotti,ITA
1488,8,1953-07-10,345.0,Nantes,Bordeaux,Plain stage,Jan Nolten,NED
1489,9,1953-07-12,197.0,Bordeaux,Pau,Plain stage,Fiorenzo Magni,ITA
1490,10,1953-07-13,103.0,Pau,Cauterets,Stage with mountain(s),Jesús Loroño,ESP
1491,11,1953-07-14,115.0,Cauterets,Luchon,Stage with mountain(s),Jean Robic,FRA
1492,12,1953-07-15,228.0,Luchon,Albi,Plain stage,André Darrigade,FRA
1493,13,1953-07-16,189.0,Albi,Béziers,Stage with mountain(s),Nello Lauredi,FRA
1494,14,1953-07-17,214.0,Béziers,Nîmes,Stage with mountain(s),Bernard Quennehen,FRA
1495,15,1953-07-18,173.0,Nîmes,Marseille,Plain stage,Maurice Quentin,FRA
1496,16,1953-07-19,236.0,Marseille,Monaco,Stage with mountain(s),Wim van Est,NED
1497,17,1953-07-21,261.0,Monaco,Gap,Stage with mountain(s),Wout Wagtmans,NED
1498,18,1953-07-22,165.0,Gap,Briançon,Stage with mountain(s),Louison Bobet,FRA
1499,19,1953-07-23,227.0,Briançon,Lyon,Stage with mountain(s),Georges Meunier,FRA
1500,20,1953-07-24,70.0,Lyon,St. Etienne,Individual time trial,Louison Bobet,FRA
1501,21,1953-07-25,210.0,St. Etienne,Montluçon,Plain stage,Wout Wagtmans,NED
1502,22,1953-07-26,328.0,Montluçon,Paris,Plain stage,Fiorenzo Magni,ITA
1503,1,1952-06-25,246.0,Brest,Rennes,Plain stage,Rik Van Steenbergen,BEL
1504,2,1952-06-26,181.0,Rennes,Le Mans,Plain stage,André Rosseel,BEL
1505,3,1952-06-27,189.0,Le Mans,Rouen,Plain stage,Nello Lauredi,FRA
1506,4,1952-06-28,232.0,Rouen,Roubaix,Plain stage,Pierre Molinéris,FRA
1507,5,1952-06-29,197.0,Roubaix,Namur,Plain stage,Jean Diederich,LUX
1508,6,1952-06-30,228.0,Namur,Metz,Plain stage,Fiorenzo Magni,ITA
1509,7,1952-07-01,60.0,Metz,Nancy,Individual time trial,Fausto Coppi,ITA
1510,8,1952-07-02,252.0,Nancy,Mulhouse,Stage with mountain(s),Raphaël Géminiani,FRA
1511,9,1952-07-03,238.0,Mulhouse,Lausanne,Stage with mountain(s),Walter Diggelmann,SUI
1512,10,1952-07-04,266.0,Lausanne,Alpe d'Huez,Stage with mountain(s),Fausto Coppi,ITA
1513,11,1952-07-06,182.0,Le Bourg-d'Oisans,Sestriere,Stage with mountain(s),Fausto Coppi,ITA
1514,12,1952-07-07,251.0,Sestriere,Monaco,Stage with mountain(s),Jan Nolten,NED
1515,13,1952-07-08,214.0,Monaco,Aix-en-Provence,Plain stage,Raoul Rémy,FRA
1516,14,1952-07-09,178.0,Aix-en-Provence,Avignon,Stage with mountain(s),Jean Robic,FRA
1517,15,1952-07-10,275.0,Avignon,Perpignan,Plain stage,Georges Decaux,FRA
1518,16,1952-07-11,200.0,Perpignan,Toulouse,Plain stage,André Rosseel,BEL
1519,17,1952-07-13,204.0,Toulouse,Bagnères-de-Bigorre,Stage with mountain(s),Raphaël Géminiani,FRA
1520,18,1952-07-14,149.0,Bagnères-de-Bigorre,Pau,Stage with mountain(s),Fausto Coppi,ITA
1521,19,1952-07-15,195.0,Pau,Bordeaux,Plain stage,Hans Dekkers,NED
1522,20,1952-07-16,228.0,Bordeaux,Limoges,Plain stage,Jacques Vivier,FRA
